respondent_id,agency_name,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,action_taken_name,action_taken,applicant_ethnicity_name,applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_sex_name,applicant_sex,applicant_income_000s,hud_median_family_income_000s,tract_to_msamd_income,approval_status_name,income_class_name,,Action,Name,Reference
26-0360466,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,236,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,112,50,102.339996,,,,,,
04-3694338,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,119,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,100,64.1,80.9800034,,,,,,
26-4599244,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,155,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,61,77.5,85.9300003,,,,,,
1635900004,Department of Housing and Urban Development,FHA-insured,2,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,82,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,58,59.3,73.1500015,,,,,,
51-0517525,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,360,Application denied by financial institution,3,Hispanic or Latino,1,White,5,Male,1,125,75.2,141.639999,,,,,,
56-2007637,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,735,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,381,71.2,179.970001,,,,,,
20-4866754,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,185,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,35,76.3,58.4099998,,,,,,
91-1780488,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,158,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,135,73.4,127.510002,,,,,,
27-0349391,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,151,Loan originated,1,Hispanic or Latino,1,Black or African American,3,Male,1,37,72.5,103.199997,,,,,,
23-2769131,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,285,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,95,58.4,124.330002,,,,,,
75-2921540,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,246,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,81,73.4,121.589996,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,119,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,78,55.9,54.5800018,,,,,,
86-0634557,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,248,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,76,61.9,137.339996,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,178,67.9,113.779999,,,,,,
58-2307082,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,160,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,41,73.4,109.519997,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,242,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,177,108.3,86.8600006,,,,,,
42-1295369,Department of Housing and Urban Development,FSA/RHS-guaranteed,4,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,210,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,73,85.1,130.589996,,,,,,
3827009995,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,65,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,39,72.2,68.8499985,,,,,,
46-1728831,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,666,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,266,75.4,142.470001,,,,,,
41-1914032,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,211,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,45,59.3,111.480003,,,,,,
86-0860478,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,230,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,109,59.2,105.07,,,,,,
83-0171636,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,286,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,67,79.3,88.9499969,,,,,,
01-0726495,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,97,Application denied by financial institution,3,Hispanic or Latino,1,Black or African American,3,Male,1,28,58.4,53.2900009,,,,,,
7257500009,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,290,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,76,61.1,106.470001,,,,,,
76-0503625,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,80,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,68,46.5,140.779999,,,,,,
22-3039688,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,280,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,155,63.2,167.910004,,,,,,
26-0595342,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,95,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,26,65.6,127.940002,,,,,,
26-2261031,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,282,Application approved but not accepted,2,Not Hispanic or Latino,2,Black or African American,3,Male,1,101,73,104.339996,,,,,,
95-3990375,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,283,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,75,85.6,122.5,,,,,,
42-1554181,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,267,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,85,58.4,113.730003,,,,,,
20-8544905,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,260,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,98,64.3,78.9300003,,,,,,
26-4599244,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,343,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,85,73,142.490005,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,528,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,156,97.4,91.6600037,,,,,,
91-1374387,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,286,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,61,61.9,120.669998,,,,,,
20-1832276,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,76,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,32,62.6,79.1999969,,,,,,
46-4200240,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,952,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,621,61.4,102.989998,,,,,,
20-8083209,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,275,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,76,47.3,86.1999969,,,,,,
01-0726495,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,234,Loan originated,1,Hispanic or Latino,1,White,5,Male,1,53,75.2,72.0899963,,,,,,
471809999,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,263,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,66,96,108.809998,,,,,,
23-2711801,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,221,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,75,102.6,88.1399994,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,360,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,209,87.2,143.789993,,,,,,
01-0464609,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,269,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,95,59.5,130.610001,,,,,,
26-2261031,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,239,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,76,66.2,117.760002,,,,,,
26-4193875,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,208,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,70,63.2,101.269997,,,,,,
58-2200634,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,123,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,21,58.4,124.330002,,,,,,
51-0517525,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,111,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,55,54.5,81.5699997,,,,,,
73-1577221,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,298,Loan purchased by the institution,6,Not Hispanic or Latino,2,White,5,Female,2,46,75.2,115.370003,,,,,,
7197000003,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,163,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,202,67.3,105.080002,,,,,,
13-6131491,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,294,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,133,75.7,135.210007,,,,,,
22-3554558,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,314,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,54,76.3,101.120003,,,,,,
26-2053389,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,224,Application approved but not accepted,2,Hispanic or Latino,1,Black or African American,3,Female,2,,104.8,78.8300018,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,480,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,196,73.7,139.399994,,,,,,
7811300008,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,313,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,115,55.2,135.940002,,,,,,
75-2623852,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,218,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,70,74.3,161.740005,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,187,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,126,48.7,80.0299988,,,,,,
91-1780488,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,410,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,143,97.4,70.0299988,,,,,,
75-2921540,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,210,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,24,63.2,93.2300034,,,,,,
05-0402708,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,423,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,91,57.4,119.160004,,,,,,
7162800002,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,55,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,55,63.2,181.679993,,,,,,
26-1773722,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,46,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,25,65.5,130.910004,,,,,,
75-2921540,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,265,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Male,1,148,74.3,130.639999,,,,,,
41-1795868,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,186,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,47,66.2,80.9599991,,,,,,
93-1248952,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,145,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,53,55.1,43.0800018,,,,,,
3833009998,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,304,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,143,65.6,186.75,,,,,,
22-3665409,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,249,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,83,81.4,117.519997,,,,,,
91-1780488,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,163,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,51,73.6,142.330002,,,,,,
22-3887207,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,125,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,36,54.5,52.3699989,,,,,,
37-1542226,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,209,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,54,74.5,102.099998,,,,,,
51-0517525,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,247,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,65,58.4,72.8799973,,,,,,
42-1554181,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,287,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,208,71.2,127.18,,,,,,
7673900008,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,100,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Female,2,31,77.8,112.529999,,,,,,
47-3632618,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,207,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,,70.8,103.540001,,,,,,
31-1060110,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,462,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,395,70.9,69.1299973,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,155,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,60,79.6,150.639999,,,,,,
11-3412303,Department of Housing and Urban Development,VA-guaranteed,3,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,142,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,41,76.3,89.9499969,,,,,,
75-2921540,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,97,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,68,73,96.6100006,,,,,,
7992700007,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,420,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,176,61.1,170.899994,,,,,,
22-3048514,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,346,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,178,73.7,167.199997,,,,,,
7811300008,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,136,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,55,66.2,78.9700012,,,,,,
20-8083209,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,354,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,118,73.7,121.68,,,,,,
68-0151632,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,67,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,65,89.8,35.2900009,,,,,,
20-2408098,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,569,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,164,77.5,147.639999,,,,,,
54-1994393,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,125,Loan originated,1,Not Hispanic or Latino,2,Native Hawaiian or Other Pacific Islander,4,Female,2,45,74.3,125.089996,,,,,,
38-2750395,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,227,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,58,75,108.970001,,,,,,
13-6131491,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,182,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,67,53.5,157.630005,,,,,,
58-2059073,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,290,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,90,69.2,121.199997,,,,,,
75-2838184,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,489,Loan originated,1,"Information not provided by applicant in mail, Internet, or telephone application",3,Asian,2,Male,1,118,64.3,117.360001,,,,,,
7197000003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,182,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,115,89.8,78.1399994,,,,,,
22-3039688,Department of Housing and Urban Development,VA-guaranteed,3,Manufactured housing,2,Refinancing,3,Not owner-occupied as a principal dwelling,2,110,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,,65.8,74,,,,,,
7197000003,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,623,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,285,97.4,147.720001,,,,,,
41-1795868,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,398,Application approved but not accepted,2,Not Hispanic or Latino,2,White,5,Male,1,152,99.8,126.089996,,,,,,
7197000003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,225,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,59,73.9,117.050003,,,,,,
7197000003,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,395,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,224,66.2,187.580002,,,,,,
471809999,Department of Housing and Urban Development,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,135,Loan originated,1,Hispanic or Latino,1,White,5,Female,2,24,68.1,84.7699966,,,,,,
95-4248183,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,410,Application denied by financial institution,3,Not Hispanic or Latino,2,Asian,2,Female,2,56,64.3,66.7200012,,,,,,
20-8921389,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,310,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,59,79.3,90.5299988,,,,,,
7527300003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,208,Application denied by financial institution,3,Not Hispanic or Latino,2,Black or African American,3,Female,2,32,65,94.8399963,,,,,,
22-3039688,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,85,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,,75.2,68.9499969,,,,,,
3027509990,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,72,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,58,63.6,83.3099976,,,,,,
76-0503625,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,323,Loan originated,1,Not Hispanic or Latino,2,White,5,Female,2,161,83.9,103.389999,,,,,,
46-3676810,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,405,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Female,2,86,81.4,193.610001,,,,,,
84-0927358,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,558,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,188,107.6,83.9100037,,,,,,
11-3290207,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,125,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Male,1,71,67.9,69.2900009,,,,,,
33-0975529,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,128,Loan originated,1,Not Hispanic or Latino,2,Black or African American,3,Female,2,42,64.1,78.9000015,,,,,,
43-1965151,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,222,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,102,68.5,127.290001,,,,,,
7197000003,Department of Housing and Urban Development,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,205,Application denied by financial institution,3,Not Hispanic or Latino,2,White,5,Male,1,52,63.2,119.040001,,,,,,
51-0370645,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,163,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,87,81.4,120.050003,,,,,,
95-4671903,Department of Housing and Urban Development,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,564,Loan originated,1,Not Hispanic or Latino,2,Asian,2,Male,1,183,97.4,59.1300011,,,,,,
43-1965151,Department of Housing and Urban Development,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,139,Loan originated,1,Not Hispanic or Latino,2,White,5,Male,1,42,64.3,103.529999,,,,,,
